,Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score, CES 4.0 Percentile,CES 4.0 Percentile Range,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl,CES 4.0 Percentile,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
915,6037310701,2181,Los Angeles,91502,Burbank,-118.312844,34.1853923,41.19,76.9,75-80%,0.059,79.99,11.75527544,68.15,0.207,63.27,787.01,87.92,33.61,28.76,0.0,0.0,1368.020691,70.96,2027.100551,87.58,55.0,96.75,27.3,77.15,1.725,91.69,6,58.69,0.8,26.16,63.92,7.8,94.98,21.83,11.58,5.03,53.16,7.56,10.63,9.2,38.85,29.6,95.48,52.6,84.91,7.7,73.41,30.0,90.54,50.88,5.28,51.73,76.9,6.97,60.43,32.6,11.33,75.65,0.05,0.0,8.02,4.95
916,6037117404,5324,Los Angeles,91343,Los Angeles,-118.479077,34.2284788,41.17,76.88,75-80%,0.065,93.63,12.13614247,86.48,0.203,62.68,726.64,83.13,63.66,71.08,0.0,0.0,630.0,56.08,2745.076287,94.34,54.0,96.58,12.75,53.4,0.505,69.58,0,0.0,0.0,0.0,60.25,7.36,91.24,75.02,82.1,3.86,23.27,13.8,59.25,12.9,50.52,8.1,53.86,26.5,47.5,5.5,51.26,19.8,61.94,53.95,5.6,55.96,76.88,10.11,78.63,11.27,42.09,37.36,1.24,0.0,15.31,4.0
917,6037125501,3052,Los Angeles,91601,Los Angeles,-118.3657855,34.1622937,41.09,76.78,75-80%,0.058,76.94,11.54284994,61.94,0.185,59.39,726.64,83.13,51.19,53.11,0.0,0.0,1099.276001,65.98,1051.128305,61.16,37.5,92.65,10.0,47.43,0.335,54.64,4,43.78,4.0,70.42,59.07,7.21,89.66,59.61,68.72,3.9,24.31,14.27,62.0,7.6,32.62,7.1,49.09,38.2,66.43,5.8,55.02,28.4,87.69,54.92,5.7,57.58,76.78,5.37,87.09,7.54,19.86,59.76,10.39,0.16,7.86,1.97
918,6037601303,5084,Los Angeles,90302,Inglewood,-118.3617818,33.9741892,41.06,76.75,75-80%,0.044,35.16,11.87102583,71.99,0.215,64.75,443.83,53.45,61.47,67.83,0.0,0.0,3073.556681,85.08,782.0846437,42.89,0.25,4.12,1.35,7.65,0.395,60.23,0,0.0,3.7,67.15,44.37,5.42,55.06,93.43,90.62,7.84,95.83,18.08,80.89,12.9,50.52,4.4,33.94,35.3,62.25,6.1,58.36,24.9,79.91,73.05,7.58,84.08,76.75,12.88,75.81,11.31,33.91,6.65,50.47,0.47,3.98,4.52
919,6037134303,5942,Los Angeles,91303,Los Angeles,-118.611899,34.203248,41.06,76.74,75-80%,0.059,79.99,11.0936932,55.68,0.122,43.86,726.64,83.13,48.39,49.3,5.51,55.0,493.4943415,51.28,911.9347794,52.44,0.0,0.0,22.0,71.09,0.35,56.4,4,43.78,1.5,42.31,53.46,6.53,79.07,56.97,65.43,5.29,59.56,13.9,59.63,21.9,68.03,8.4,55.15,26.1,46.61,6.0,57.25,22.3,71.57,60.63,6.29,66.44,76.74,7.02,76.98,16.0,39.94,38.37,1.68,0.91,14.78,4.33
920,6037134304,3042,Los Angeles,91304,Los Angeles,-118.6102868,34.213933,41.05,76.71,75-80%,0.06,82.48,11.18491889,56.61,0.143,49.42,726.64,83.13,63.24,70.43,0.0,0.0,485.6119969,51.04,1026.456359,59.68,0.1,2.07,9.25,44.18,0.36,57.46,4,43.78,1.2,37.57,50.07,6.11,70.5,58.61,67.67,6.74,87.09,13.1,54.71,16.1,57.92,10.8,64.81,27.7,50.01,5.7,53.89,22.3,71.57,64.73,6.71,72.53,76.71,10.88,71.24,17.88,31.07,32.31,7.3,0.0,22.98,6.34
921,6037405302,5433,Los Angeles,91790,West Covina,-117.9439942,34.0764659,40.99,76.64,75-80%,0.058,76.94,11.99285095,77.8,0.237,68.34,719.28,78.82,77.21,86.74,0.0,0.0,1819.547974,77.24,1810.624244,84.05,12.0,68.94,3.3,22.66,0.08,10.55,3,33.16,0.0,0.0,54.85,6.7,82.04,53.05,60.29,6.61,85.17,11.61,43.16,21.0,66.46,6.5,46.0,37.1,64.72,5.3,48.26,17.2,50.27,59.01,6.12,63.96,76.64,12.33,74.18,13.49,67.72,9.94,2.19,0.0,18.79,1.36
922,6037211804,3221,Los Angeles,90020,Los Angeles,-118.3066067,34.0671619,40.95,76.59,75-80%,0.048,51.9,12.08514397,83.42,0.243,69.16,787.94,92.53,45.39,44.86,0.0,0.0,1682.291626,75.62,1426.912014,76.19,0.95,11.93,6.5,36.16,0.175,30.17,0,0.0,0.5,22.08,47.83,5.84,64.49,52.8,60.03,5.28,59.31,15.82,70.66,9.5,40.07,39.2,98.4,44.4,75.3,5.4,49.86,34.3,95.64,67.6,7.01,76.74,76.59,6.21,78.39,15.4,12.2,6.55,2.39,2.2,71.34,5.31
923,6037900703,4349,Los Angeles,93534,Lancaster,-118.1567565,34.6820995,40.9,76.48,75-80%,0.062,88.7,7.36594733,8.77,0.192,60.46,441.8,53.1,52.32,54.8,0.0,0.0,4528.711202,91.35,1095.019653,63.74,0.0,0.0,3.0,22.12,0.71,78.76,0,0.0,0.0,0.0,41.8,5.1,47.99,158.01,99.31,7.02,90.08,21.59,92.62,15.4,56.16,6.0,43.29,50.5,82.46,4.8,41.84,24.5,78.73,77.25,8.01,89.4,76.48,11.2,75.24,13.57,37.46,24.24,30.63,0.0,4.37,3.31
924,6037603801,4748,Los Angeles,90260,Lawndale,-118.3480963,33.8985392,40.89,76.45,75-80%,0.043,29.89,12.02658065,79.86,0.104,38.72,367.67,38.19,62.89,69.83,0.0,0.0,7420.433187,95.64,1332.893178,73.31,0.1,2.07,4.5,27.76,0.455,66.09,5,51.22,2.0,52.9,48.79,5.96,67.32,50.53,57.32,6.25,79.73,12.09,46.65,28.7,78.51,14.4,75.77,41.7,71.71,5.3,48.26,25.4,81.32,66.17,6.86,74.65,76.45,12.03,77.99,9.98,58.26,11.5,17.06,0.48,9.46,3.24
925,6037123800,6018,Los Angeles,91606,Los Angeles,-118.4014361,34.1797368,40.88,76.41,75-80%,0.06,82.63,11.49534692,60.71,0.177,57.82,726.64,83.13,50.43,52.22,0.0,0.0,1034.27535,64.29,2509.978931,92.71,36.5,91.68,3.0,22.12,0.05,7.35,4,43.78,0.2,9.67,52.77,6.44,77.51,40.88,42.88,6.88,88.72,14.46,63.16,12.8,50.24,10.6,64.14,32.5,57.79,3.9,29.41,27.3,85.5,61.17,6.35,67.44,76.41,9.39,77.42,13.19,25.79,62.99,6.13,0.32,3.36,1.41
926,6037224310,2422,Los Angeles,90006,Los Angeles,-118.2827213,34.044384,40.87,76.4,75-80%,0.047,48.45,12.18410918,87.99,0.62,93.48,787.94,92.53,95.88,99.66,0.0,0.0,2100.250672,80.18,1250.225218,70.71,7.0,50.32,0.0,0.0,0.175,30.17,0,0.0,0.0,0.0,53.12,6.49,78.39,45.55,49.7,4.02,27.12,11.24,39.89,41.3,90.89,45.3,99.12,70.1,97.34,4.4,36.44,29.2,89.21,60.75,6.3,66.58,76.4,17.8,74.36,7.84,89.68,3.76,1.32,0.0,5.0,0.25
927,6037550800,7403,Los Angeles,90241,Downey,-118.1433556,33.95127,40.85,76.36,75-80%,0.046,46.99,12.11827006,85.64,0.145,50.08,580.68,67.65,71.67,81.03,0.0,0.0,4688.586629,91.77,1416.165243,75.89,12.6,70.25,11.25,50.14,3.405,96.73,10,82.97,2.6,59.43,65.56,8.0,96.24,38.85,39.41,4.12,29.46,16.04,71.68,21.4,67.12,10.5,63.69,24.8,44.07,6.6,63.42,11.2,19.39,49.19,5.1,49.02,76.36,12.39,72.21,15.4,79.02,13.22,0.74,0.0,5.92,1.09
928,6037221900,4248,Los Angeles,90007,Los Angeles,-118.2895621,34.0267694,40.81,76.32,75-80%,0.046,44.98,12.05189368,81.27,0.666,94.8,787.94,92.53,60.75,66.84,0.0,0.0,2391.424642,81.98,1075.691946,62.66,0.25,4.12,0.0,0.0,0.4,61.58,0,0.0,0.0,0.0,48.14,5.88,65.44,48.36,54.06,1.65,0.98,15.22,67.81,28.2,77.87,26.6,93.6,85.4,99.8,15.8,97.42,34.8,95.97,66.94,6.94,75.79,76.32,4.57,89.9,5.53,26.44,26.29,9.11,0.4,29.99,7.77
929,6037294301,2471,Los Angeles,90744,Los Angeles,-118.2795526,33.7946618,40.8,76.31,75-80%,0.04,20.85,11.78762745,69.35,0.321,78.48,391.08,42.43,71.84,81.25,0.0,0.0,13364.19987,98.61,1759.781629,83.09,7.65,51.74,34.25,82.75,0.205,35.98,10,82.97,0.0,0.0,56.4,6.89,85.12,76.33,83.0,3.76,21.26,21.61,92.82,27.2,76.49,12.4,69.79,25.0,44.41,2.3,8.69,15.9,43.28,57.11,5.92,61.09,76.31,10.68,71.27,18.05,82.03,5.63,1.38,0.0,10.32,0.65
930,6037502801,6468,Los Angeles,90670,Santa Fe Springs,-118.0891681,33.9409904,40.76,76.3,75-80%,0.047,50.54,12.11093891,85.28,0.606,93.12,254.12,11.95,72.79,82.21,0.0,0.0,3632.087301,87.43,4576.566753,99.39,14.5,74.19,9.2,44.0,0.31,51.73,3,33.16,4.5,72.39,60.86,7.43,91.97,53.28,60.51,4.93,50.49,19.74,86.42,16.5,58.69,4.5,34.65,23.8,42.24,1.8,4.89,19.1,59.28,52.88,5.48,54.6,76.3,11.83,74.94,13.23,82.58,13.71,0.43,0.0,2.58,0.7
931,6037535701,5237,Los Angeles,90280,South Gate,-118.2041472,33.9601821,40.75,76.29,75-80%,0.045,42.56,12.05649412,81.47,0.157,52.89,671.72,74.0,87.87,95.41,0.0,0.0,5226.633301,92.89,623.9751068,30.09,11.35,64.3,21.25,69.8,0.405,61.79,0,0.0,1.75,43.94,55.1,6.73,82.61,35.3,34.06,4.16,30.2,12.89,53.19,37.7,88.03,16.4,80.19,48.0,79.66,10.1,86.75,17.9,53.62,58.4,6.06,63.04,76.29,14.99,77.58,7.43,97.21,0.69,0.0,0.0,1.76,0.34
932,6037219500,2084,Los Angeles,90016,Los Angeles,-118.3405648,34.0209191,40.75,76.27,75-80%,0.045,39.99,11.91626655,73.9,0.106,39.32,787.94,92.53,68.21,76.74,0.0,0.0,2291.115987,81.41,505.076388,21.21,3.4,32.44,18.0,65.32,0.42,63.07,0,0.0,0.5,22.08,47.62,5.81,63.91,89.62,89.47,9.52,99.27,14.9,65.72,8.4,35.88,10.8,64.81,21.9,38.13,9.7,84.98,12.9,27.78,67.57,7.01,76.68,76.27,11.8,67.85,20.35,23.18,12.09,49.38,0.0,13.77,1.58
933,6037553100,6770,Los Angeles,90706,Bellflower,-118.1115699,33.8905614,40.72,76.21,75-80%,0.044,37.57,11.86178203,71.76,0.41,85.44,512.08,61.62,70.14,79.28,0.0,0.0,5232.703369,92.91,1747.20538,82.81,0.0,0.0,1.6,10.71,0.47,67.04,4,43.78,2.2,54.85,54.38,6.64,81.08,61.64,71.09,4.94,50.72,17.57,78.84,16.7,59.11,5.0,37.66,30.6,54.79,7.6,72.53,13.9,32.71,59.12,6.13,64.15,76.21,17.28,71.43,11.29,46.79,17.42,13.0,0.28,18.55,3.96
934,6037183810,4163,Los Angeles,90042,Los Angeles,-118.1978495,34.107365,40.67,76.1,75-80%,0.053,67.9,11.82898336,70.55,0.245,69.36,488.79,59.71,76.49,86.05,0.0,0.0,1432.822652,72.06,1046.113703,60.91,0.6,8.04,3.0,22.12,0.05,7.35,2,23.88,0.0,0.0,44.64,5.45,55.78,47.69,53.19,6.32,80.73,12.3,48.92,32.4,82.92,20.3,87.02,42.0,72.09,10.5,88.08,26.8,84.46,71.93,7.46,82.67,76.1,14.2,79.63,6.17,80.54,13.14,1.49,0.41,3.63,0.79
935,6037554001,3756,Los Angeles,90706,Bellflower,-118.1322329,33.8990638,40.62,76.08,75-80%,0.044,37.57,11.92933171,74.59,0.452,87.63,506.87,61.3,68.92,77.69,0.79,41.14,6264.903198,94.41,700.2997104,36.16,0.0,0.0,3.1,22.23,0.335,54.64,0,0.0,0.0,0.0,47.67,5.82,64.01,61.64,71.09,5.76,70.16,17.57,78.84,27.5,76.93,1.8,14.28,28.7,51.75,8.6,78.97,26.7,84.16,67.29,6.98,76.37,76.08,8.07,80.46,11.47,57.8,21.62,6.66,0.0,12.86,1.06
936,6037212701,2276,Los Angeles,90019,Los Angeles,-118.3193139,34.0543037,40.6,76.06,75-80%,0.047,48.45,12.06166379,81.87,0.102,37.86,787.94,92.53,69.56,78.63,0.0,0.0,1819.320292,77.23,1275.539339,71.53,2.5,28.44,10.8,49.05,0.395,60.23,0,0.0,0.0,0.0,49.86,6.09,69.96,42.74,45.83,10.09,99.58,8.74,18.88,21.0,66.46,32.8,96.79,43.7,74.28,4.7,40.6,30.3,91.04,64.3,6.67,71.9,76.06,7.73,67.79,24.47,22.23,6.94,10.06,0.0,59.49,1.27
937,6037211120,5635,Los Angeles,90020,Los Angeles,-118.2877775,34.0652365,40.6,76.05,75-80%,0.048,51.9,12.12928682,86.22,0.557,91.67,787.94,92.53,42.75,40.92,0.0,0.0,1790.62795,76.89,956.4438281,55.43,12.85,70.62,2.5,16.75,0.695,78.05,0,0.0,0.1,2.52,52.49,6.41,76.79,35.92,34.93,5.2,57.56,10.66,35.32,15.5,56.48,34.0,97.29,45.1,76.24,9.1,82.33,27.2,85.27,61.06,6.33,67.22,76.05,8.13,81.85,10.03,28.71,6.03,4.01,0.16,60.66,0.43
938,6037552900,7156,Los Angeles,90650,Norwalk,-118.0911533,33.8912102,40.59,76.02,75-80%,0.045,42.56,11.9499108,75.69,0.171,56.58,435.5,50.89,74.06,83.59,0.0,0.0,4643.673299,91.64,1150.627718,66.41,1.0,17.08,6.0,35.02,0.49,68.21,3,33.16,0.0,0.0,49.18,6.0,68.34,56.91,65.35,5.14,56.12,21.95,93.42,27.5,76.93,10.6,64.14,39.8,68.94,3.5,23.75,19.2,59.73,65.17,6.76,73.21,76.02,13.86,74.52,11.61,60.97,10.62,5.49,0.45,20.43,2.04
939,6037502802,3221,Los Angeles,90670,Santa Fe Springs,-118.0683234,33.9335661,40.59,76.01,75-80%,0.048,50.99,11.97258964,76.99,0.467,88.4,635.93,71.19,26.14,19.18,0.0,0.0,3637.125651,87.48,942.5171091,54.54,39.6,93.28,135.85,97.99,2.82,95.65,0,0.0,12.6,94.18,62.8,7.67,93.94,33.33,30.89,3.55,17.21,12.52,50.64,20.1,65.03,16.9,81.19,43.5,74.05,5.0,44.35,25.3,81.04,51.02,5.29,51.94,76.01,11.58,66.28,22.14,51.94,13.75,7.2,0.22,25.12,1.77
940,6037189201,3216,Los Angeles,90027,Los Angeles,-118.2961605,34.1035829,40.55,75.95,75-80%,0.05,60.66,11.99265418,77.77,0.116,42.24,787.94,92.53,57.96,62.94,0.0,0.0,1402.067709,71.44,923.724974,53.23,0.0,0.0,2.3,15.14,1.12,86.75,0,0.0,0.0,0.0,45.19,5.52,57.25,43.46,46.82,6.15,78.21,21.11,90.84,9.7,40.81,14.7,76.64,41.7,71.71,6.3,60.57,41.0,98.94,70.85,7.35,81.15,75.95,6.5,81.44,12.06,11.07,72.17,4.51,0.0,8.64,3.61
941,6037213401,4859,Los Angeles,90006,Los Angeles,-118.2879026,34.0537069,40.55,75.93,75-80%,0.047,48.45,12.17561826,87.78,0.406,85.23,787.94,92.53,64.42,72.09,0.0,0.0,1908.877319,78.29,1299.531172,72.25,4.05,37.59,0.75,4.42,0.03,4.12,0,0.0,0.0,0.0,47.79,5.84,64.39,54.24,61.93,3.5,16.22,14.33,62.36,38.8,89.05,43.1,98.94,59.0,90.94,6.2,59.38,37.0,97.41,66.99,6.95,75.87,75.93,12.55,79.91,7.53,70.67,5.52,2.72,0.0,20.91,0.19
942,6037540201,2587,Los Angeles,90280,Lynwood,-118.2152045,33.9432105,40.53,75.92,75-80%,0.045,39.99,12.05144249,81.22,0.108,39.9,644.43,71.65,86.36,94.23,0.0,0.0,7418.763267,95.62,712.1971929,37.08,0.7,9.59,5.5,32.38,0.66,77.02,0,0.0,0.2,9.67,46.88,5.72,61.93,31.32,27.43,5.86,72.32,9.61,26.3,58.6,99.01,26.1,93.26,67.9,96.55,14.3,96.12,28.3,87.49,68.25,7.08,77.72,75.92,21.99,73.52,4.48,98.03,0.31,0.77,0.31,0.58,0.0
943,6037119341,2890,Los Angeles,91402,Los Angeles,-118.4458757,34.2371667,40.52,75.91,75-80%,0.066,95.27,11.6143557,63.61,0.264,72.36,726.64,83.13,44.49,43.6,0.0,0.0,637.2433472,56.25,904.8160579,51.85,36.0,91.04,5.0,30.88,0.11,19.25,0,0.0,0.0,0.0,48.25,5.89,65.86,58.49,67.35,4.87,48.77,12.12,46.83,30.8,81.14,24.6,91.95,45.4,76.71,10.5,88.08,17.9,53.62,66.31,6.88,74.82,75.91,11.18,73.84,14.98,53.98,13.88,4.74,0.0,26.71,0.69
944,6037402502,6839,Los Angeles,91766,Pomona,-117.7604508,34.0477052,40.48,75.83,75-80%,0.056,74.1,12.50761355,91.11,0.15,51.23,754.44,85.97,72.45,81.93,0.0,0.0,813.005656,60.68,374.0009255,12.46,2.0,25.63,3.1,22.23,0.135,23.72,0,0.0,0.2,9.67,43.54,5.32,52.93,74.95,82.04,4.3,33.73,17.48,78.25,40.6,90.41,21.8,88.83,52.3,84.54,6.0,57.25,29.4,89.57,73.4,7.61,84.4,75.83,13.79,77.07,9.14,80.38,3.86,3.49,0.0,11.67,0.6
945,6037106648,4546,Los Angeles,91342,Los Angeles,-118.4558345,34.2930983,40.46,75.79,75-80%,0.067,97.0,11.15277668,56.32,0.281,74.31,726.64,83.13,77.06,86.6,0.0,0.0,624.2246806,55.89,607.7508307,29.06,0.1,2.07,11.25,50.14,1.295,88.8,0,0.0,4.0,70.42,54.29,6.63,80.88,52.02,58.95,5.56,65.83,10.48,34.01,42.2,91.53,13.6,73.1,40.9,70.44,2.5,10.66,24.3,78.11,58.85,6.1,63.73,75.79,13.48,77.19,9.33,96.66,2.82,0.26,0.0,0.13,0.13
946,6037237900,4405,Los Angeles,90047,Los Angeles,-118.3111925,33.9709293,40.46,75.78,75-80%,0.044,35.16,12.02165432,79.51,0.052,18.87,787.94,92.53,87.71,95.26,0.0,0.0,4245.516642,90.3,850.7356014,47.96,0.0,0.0,7.5,39.45,0.04,5.03,0,0.0,0.2,9.67,41.91,5.12,48.24,125.13,96.51,5.96,74.39,17.65,79.35,18.2,61.66,4.3,33.31,35.1,61.91,12.9,94.09,32.7,94.16,76.22,7.91,88.33,75.78,15.89,72.26,11.85,26.13,3.09,67.33,0.0,0.0,3.45
947,6037134103,4659,Los Angeles,91306,Los Angeles,-118.5814401,34.2185595,40.45,75.74,75-80%,0.061,84.58,11.8586098,71.61,0.09,33.7,726.64,83.13,56.04,60.15,0.0,0.0,535.2646637,52.86,1024.987094,59.55,0.0,0.0,3.75,25.09,0.29,47.6,4,43.78,0.0,0.0,44.9,5.48,56.37,84.14,87.36,6.33,80.99,21.42,92.1,14.1,53.4,7.2,49.57,27.7,50.01,6.2,59.38,20.5,64.82,71.13,7.38,81.61,75.74,9.87,72.57,17.56,46.62,32.67,6.1,0.84,12.4,1.37
948,6037222100,4331,Los Angeles,90018,Los Angeles,-118.3023777,34.027317,40.44,75.72,75-80%,0.046,44.98,12.03443249,80.3,0.113,41.31,787.94,92.53,85.41,93.6,0.0,0.0,2311.075989,81.51,1129.428904,65.5,0.25,4.12,0.0,0.0,0.08,10.55,0,0.0,0.0,0.0,42.62,5.2,50.4,54.58,62.49,6.61,85.17,13.54,57.61,31.5,81.84,19.0,85.1,42.7,73.0,8.1,76.05,30.3,91.04,74.92,7.77,86.59,75.72,13.41,77.37,9.21,59.06,5.45,28.01,0.0,6.77,0.72
949,6037124102,3551,Los Angeles,91601,Los Angeles,-118.3833988,34.1757824,40.39,75.67,75-80%,0.059,79.99,11.54609441,61.99,0.221,65.75,726.64,83.13,65.3,73.31,0.0,0.0,1069.741659,65.23,1173.706129,67.61,36.1,91.21,7.0,37.61,0.31,51.73,0,0.0,0.2,9.67,54.1,6.61,80.52,53.25,60.48,5.0,52.36,12.98,53.71,22.0,68.25,11.7,67.72,47.2,78.77,1.5,3.21,32.6,93.99,58.95,6.12,63.88,75.67,9.38,81.19,9.43,50.8,35.06,3.6,0.0,4.98,5.55
950,6037123510,4795,Los Angeles,91405,Los Angeles,-118.4290714,34.1953384,40.37,75.63,75-80%,0.062,88.7,11.59401635,63.16,0.115,42.03,726.64,83.13,59.18,64.74,0.0,0.0,864.6286825,61.62,983.484226,56.85,37.0,92.29,15.0,59.6,0.255,43.65,4,43.78,0.0,0.0,54.31,6.63,80.93,38.08,38.14,5.54,65.36,9.42,24.73,24.1,71.55,29.2,95.29,44.0,74.7,5.4,49.86,25.6,81.84,58.69,6.09,63.48,75.63,8.91,75.39,15.7,48.99,35.79,3.32,0.31,6.01,5.59
951,6037575102,4151,Los Angeles,90804,Long Beach,-118.1621912,33.7844124,40.34,75.55,75-80%,0.04,20.85,11.65311866,64.52,0.158,53.09,339.04,34.73,84.37,92.92,0.0,0.0,10408.3501,97.54,594.5183704,27.99,4.6,41.1,21.0,69.58,0.305,50.46,0,0.0,0.0,0.0,43.38,5.3,52.55,93.2,90.54,4.51,38.97,17.56,78.68,41.7,91.19,19.0,85.1,58.4,90.48,3.3,21.11,43.6,99.39,73.42,7.62,84.48,75.55,15.3,77.19,7.52,61.12,8.74,9.06,0.0,17.9,3.18
952,6037910502,4537,Los Angeles,93550,Palmdale,-118.1008047,34.5800249,40.29,75.47,75-80%,0.062,88.7,7.517740005,9.72,0.135,47.23,289.8,20.44,65.49,73.55,0.0,0.0,12692.42,98.46,657.7226195,32.78,4.0,37.55,0.0,0.0,0.11,19.25,0,0.0,0.5,22.08,36.17,4.42,32.28,125.16,96.6,5.77,70.36,23.3,95.65,38.3,88.57,27.9,94.51,59.2,91.13,,,24.7,79.3,87.96,9.12,98.44,75.47,18.98,71.72,9.3,74.08,6.33,14.24,0.0,3.84,1.52
953,6037197200,3909,Los Angeles,90031,Los Angeles,-118.2343586,34.0907632,40.28,75.45,75-80%,0.05,62.53,12.25891972,89.36,0.611,93.23,836.25,95.99,83.77,92.45,0.0,0.0,1634.313924,74.99,5312.817073,99.79,60.6,97.41,12.25,52.42,0.1,16.64,8,72.15,3.45,65.25,70.95,8.66,98.77,59.14,68.21,3.3,12.97,9.64,26.58,26.9,76.18,16.4,80.19,35.9,63.02,1.4,2.73,16.5,46.46,44.82,4.65,42.4,75.45,9.93,74.26,15.81,53.75,10.85,3.27,0.38,30.62,1.13
954,6037552001,4188,Los Angeles,90650,Norwalk,-118.0951779,33.9123664,40.25,75.38,75-80%,0.046,44.98,11.96563578,76.58,0.21,63.77,537.16,63.71,83.81,92.46,0.0,0.0,4755.274679,91.91,1089.667383,63.39,8.0,53.43,0.0,0.0,0.435,64.63,3,33.16,0.0,0.0,51.48,6.29,74.14,57.55,66.34,5.68,68.54,22.22,93.77,22.5,69.2,6.4,45.38,26.6,47.75,4.4,36.44,14.8,37.48,61.73,6.4,68.31,75.38,14.35,73.9,11.75,72.18,7.64,6.42,0.31,11.87,1.58
955,6037117101,5224,Los Angeles,91343,Los Angeles,-118.4621302,34.2391374,40.22,75.33,75-80%,0.066,95.27,11.70934701,66.68,0.626,93.76,726.64,83.13,38.38,34.74,0.0,0.0,609.0023397,55.31,1142.81,66.08,18.1,79.79,0.0,0.0,0.12,20.32,0,0.0,0.0,0.0,47.92,5.85,64.73,80.14,85.19,5.68,68.54,14.51,63.51,14.5,54.21,18.0,83.35,20.8,35.93,6.2,59.38,21.2,67.72,66.27,6.87,74.76,75.33,11.5,83.31,5.19,39.22,8.29,8.31,0.0,39.61,4.58
956,6037555212,5110,Los Angeles,90716,Hawaiian Gardens,-118.0662058,33.8273348,40.21,75.3,75-80%,0.044,35.16,11.68002345,65.59,0.1,37.25,418.24,48.23,71.12,80.39,0.0,0.0,4026.210002,89.36,924.8748639,53.31,1.0,17.08,13.75,55.64,0.225,39.77,7,66.74,0.0,0.0,46.06,5.62,59.68,47.02,52.12,5.15,56.35,17.18,77.01,44.3,93.05,22.3,89.52,47.3,78.88,3.8,28.2,30.0,90.54,68.93,7.15,78.74,75.3,19.06,72.05,8.88,81.78,5.6,2.99,0.0,6.71,2.92
957,6037408302,3836,Los Angeles,91746,Industry,-118.0172042,34.0382308,40.18,75.28,75-80%,0.055,72.83,12.03229985,80.12,0.458,87.95,822.39,95.34,46.47,46.45,9.11,59.52,2682.113322,83.47,3681.798287,98.15,12.0,68.94,0.9,4.52,0.445,65.18,5,51.22,2.0,52.9,68.17,8.32,97.59,40.19,41.82,4.27,32.97,14.63,64.31,26.8,76.04,9.9,61.54,24.8,44.07,3.2,19.59,13.8,32.27,46.53,4.83,45.15,75.28,10.79,73.46,15.75,75.55,7.14,0.0,0.0,16.03,1.28
958,6037481604,3701,Los Angeles,91801,Alhambra,-118.1260625,34.0832452,40.15,75.23,75-80%,0.054,70.28,11.83922597,70.9,0.232,67.5,797.88,93.52,52.77,55.54,0.0,0.0,1590.712992,74.48,1144.574806,66.13,6.2,46.44,7.65,39.58,0.08,10.55,1,12.45,1.2,37.57,51.3,6.26,73.58,39.56,40.9,6.4,82.14,11.33,40.75,21.3,66.93,21.4,88.35,33.0,58.62,6.7,64.51,20.9,66.51,61.79,6.41,68.39,75.23,8.02,73.49,18.48,31.83,9.7,1.0,0.0,57.09,0.38
959,6037104105,6054,Los Angeles,91331,Los Angeles,-118.4046862,34.2761482,40.12,75.15,75-80%,0.067,97.0,11.13779234,56.05,0.145,50.04,726.64,83.13,49.07,50.25,0.0,0.0,691.3850098,57.94,1567.364184,79.46,3.0,31.24,1.0,6.97,0.125,21.96,0,0.0,0.9,26.55,45.27,5.53,57.41,77.15,83.54,5.14,56.12,12.71,52.16,37.0,87.26,14.8,76.9,42.9,73.32,6.8,65.63,23.9,76.87,69.97,7.26,80.07,75.15,11.12,79.48,9.4,74.03,5.7,4.59,0.51,11.31,3.85
960,6037320100,7601,Los Angeles,91340,San Fernando,-118.4273952,34.2948569,40.1,75.08,75-80%,0.067,97.0,11.08053704,55.52,0.182,58.51,497.83,60.35,71.78,81.2,0.0,0.0,621.4249878,55.79,605.5623644,28.84,5.5,44.01,1.0,6.97,1.085,86.25,0,0.0,0.5,22.08,47.05,5.75,62.46,80.64,85.56,6.42,82.46,12.91,53.28,36.1,86.36,10.1,62.24,31.4,56.07,5.5,51.26,16.8,48.06,67.28,6.98,76.32,75.08,10.58,78.74,10.68,91.17,4.41,1.82,0.0,2.5,0.11
